snapshot_date,rank,rank_change,package,app_name,rating,lifetime_installs_rounded,recent_30d_installs_rounded,scraped_at,run_id
2026-09-24,1,0,in.sweatco.app,Sweatcoin・Walking Step Counter,4.5,160000000,1400000,2026-09-24T06:45:10.628Z,2026-09-24_1790232308
2026-09-24,2,0,com.traya.prod,Traya: Hair Loss Solutions,4.5,16000000,590000,2026-09-24T06:45:10.629Z,2026-09-24_1790232308
2026-09-24,3,0,com.noisefit,NoiseFit: Health & Fitness,4.5,56000000,650000,2026-09-24T06:45:10.630Z,2026-09-24_1790232308
2026-09-24,4,1,fr.cnamts.it.activity,Compte ameli,3.9,29000000,360000,2026-09-24T06:45:10.631Z,2026-09-24_1790232308
2026-09-24,5,1,nic.goi.aarogyasetu,AarogyaSetu 2.0,3.3,190000000,400000,2026-09-24T06:45:10.631Z,2026-09-24_1790232308
2026-09-24,6,1,com.strava,"Strava: Run, Bike, Walk",4.6,130000000,2200000,2026-09-24T06:45:10.632Z,2026-09-24_1790232308
2026-09-24,7,-3,com.google.android.apps.fitness,Google Fit: Activity Tracking,3.4,370000000,3000000,2026-09-24T06:45:10.632Z,2026-09-24_1790232308
2026-09-24,8,0,stepcounter.pedometer.stepstracker,Step Counter - Pedometer,4.8,72000000,1300000,2026-09-24T06:45:10.632Z,2026-09-24_1790232308
2026-09-24,9,0,com.coveiot.android.boat,boAt Crest,4,19000000,360000,2026-09-24T06:45:10.633Z,2026-09-24_1790232308
2026-09-24,10,5,com.health.care.sleep.sound.pulse.heartbeat,Health Care - Sound,4.6,2300000,410000,2026-09-24T06:45:10.633Z,2026-09-24_1790232308
2026-09-24,11,0,icici.lombard.ghi,IL TakeCare Insurance App,3.6,19000000,210000,2026-09-24T06:45:10.633Z,2026-09-24_1790232308
2026-09-24,12,0,com.mosaicwellness.ourlittlejoys,Little Joys: Kids' Health App,,2200000,220000,2026-09-24T06:45:10.639Z,2026-09-24_1790232308
2026-09-24,13,0,com.titan.fastrack.reflex,Fastrack Smart World,3.8,15000000,300000,2026-09-24T06:45:10.639Z,2026-09-24_1790232308
2026-09-24,14,0,homeworkout.homeworkouts.noequipment,Home Workout - No Equipment,4.9,300000000,1300000,2026-09-24T06:45:10.640Z,2026-09-24_1790232308
2026-09-24,15,1,menloseweight.loseweightappformen.weightlossformen,Lose Weight App for Men,4.9,130000000,320000,2026-09-24T06:45:10.640Z,2026-09-24_1790232308
2026-09-24,16,-6,com.seekhoai.android,Seekho Health: Weight Loss App,,1300000,210000,2026-09-24T06:45:10.640Z,2026-09-24_1790232308
2026-09-24,17,5,com.thewayapp.mobile,The Way: Meditation & Zen,5,53000,1700,2026-09-24T06:45:10.641Z,2026-09-24_1790232308
2026-09-24,18,-1,care.disha,Disha: AI Health Coach,4,6200000,290000,2026-09-24T06:45:10.641Z,2026-09-24_1790232308
2026-09-24,19,0,weightloss.weightlossforwomen.workoutforwomen.womenworkout,Weight Loss for Women: Workout,4.8,49000000,760000,2026-09-24T06:45:10.641Z,2026-09-24_1790232308
2026-09-24,20,0,com.wegrow.we_grow,SuperLiving: Weight Loss Coach,,2100000,160000,2026-09-24T06:45:10.642Z,2026-09-24_1790232308
2026-09-24,21,0,org.iggymedia.periodtracker,Flo Ovulation & Period Tracker,4.7,210000000,1500000,2026-09-24T06:45:10.642Z,2026-09-24_1790232308
2026-09-24,22,2,health.app.blood.sugar.app,Blood Sugar Care App,3.2,2300000,460000,2026-09-24T06:45:10.642Z,2026-09-24_1790232308
2026-09-24,23,3,com.maxbupa.healthapp,Niva Bupa Health,4.6,14000000,140000,2026-09-24T06:45:10.642Z,2026-09-24_1790232308
2026-09-24,24,11,com.asianmobile.gymworkout,Gym Workout Tracker & Fitness,4.4,9400000,380000,2026-09-24T06:45:10.642Z,2026-09-24_1790232308
2026-09-24,25,3,com.religare.healthinsurance,Care Health - Customer App,3.8,9600000,180000,2026-09-24T06:45:10.643Z,2026-09-24_1790232308
