snapshot_date,rank,rank_change,package,app_name,rating,lifetime_installs_rounded,recent_30d_installs_rounded,scraped_at,run_id
2026-08-08,1,0,care.disha,Disha: AI Health Coach,,5500000,1100000,2026-08-08T03:12:54.863Z,2026-08-08_1786158773
2026-08-08,2,0,com.traya.prod,Traya: Hair Loss Solutions,4.6,15000000,770000,2026-08-08T03:12:54.864Z,2026-08-08_1786158773
2026-08-08,3,0,in.sweatco.app,Sweatcoin・Walking Step Counter,4.4,160000000,2000000,2026-08-08T03:12:54.865Z,2026-08-08_1786158773
2026-08-08,4,1,com.noisefit,NoiseFit: Health & Fitness,4.5,55000000,730000,2026-08-08T03:12:54.866Z,2026-08-08_1786158773
2026-08-08,5,-1,com.google.android.apps.fitness,Google Fit: Activity Tracking,3.4,360000000,3800000,2026-08-08T03:12:54.867Z,2026-08-08_1786158773
2026-08-08,6,1,com.bp.blood.sugar.bloodtracker.app,Blood Sugar Care - BP Monitor,3.1,1400000,630000,2026-08-08T03:12:54.867Z,2026-08-08_1786158773
2026-08-08,7,2,com.coveiot.android.boat,boAt Crest,4.1,18000000,410000,2026-08-08T03:12:54.868Z,2026-08-08_1786158773
2026-08-08,8,-2,stepcounter.pedometer.stepstracker,Step Counter - Pedometer,4.8,70000000,1600000,2026-08-08T03:12:54.868Z,2026-08-08_1786158773
2026-08-08,9,1,com.strava,"Strava: Run, Bike, Walk",4.6,130000000,3100000,2026-08-08T03:12:54.868Z,2026-08-08_1786158773
2026-08-08,10,7,weightloss.weightlossforwomen.workoutforwomen.womenworkout,Weight Loss for Women: Workout,4.8,47000000,1200000,2026-08-08T03:12:54.869Z,2026-08-08_1786158773
2026-08-08,11,-3,com.seekhoai.android,Seekho Health: Weight Loss App,,970000,360000,2026-08-08T03:12:54.869Z,2026-08-08_1786158773
2026-08-08,12,9,com.blood.sugar.tracker.trend.monitor,Daily BP & Sugar Tracker,,500000,410000,2026-08-08T03:12:54.870Z,2026-08-08_1786158773
2026-08-08,13,6,menloseweight.loseweightappformen.weightlossformen,Lose Weight App for Men,4.9,130000000,540000,2026-08-08T03:12:54.870Z,2026-08-08_1786158773
2026-08-08,14,4,stepcounter.steptracker.pedometer.calorie,Pedometer App - Step Counter,4.7,8800000,800000,2026-08-08T03:12:54.870Z,2026-08-08_1786158773
2026-08-08,15,1,com.wegrow.we_grow,SuperLiving: Weight Loss Coach,,1800000,310000,2026-08-08T03:12:54.870Z,2026-08-08_1786158773
2026-08-08,16,-5,com.mosaicwellness.ourlittlejoys,Little Joys: Kids' Health App,,1800000,120000,2026-08-08T03:12:54.871Z,2026-08-08_1786158773
2026-08-08,17,-3,homeworkout.homeworkouts.noequipment,Home Workout - No Equipment,4.9,300000000,1800000,2026-08-08T03:12:54.871Z,2026-08-08_1786158773
2026-08-08,18,-6,com.google.android.apps.healthdata,Health Connect,2.8,920000000,14000000,2026-08-08T03:12:54.872Z,2026-08-08_1786158773
2026-08-08,19,-4,icici.lombard.ghi,IL TakeCare Insurance App,3.6,19000000,280000,2026-08-08T03:12:54.872Z,2026-08-08_1786158773
2026-08-08,20,0,com.health.care.sleep.sound.pulse.heartbeat,Health Care - Sound,4.6,1600000,450000,2026-08-08T03:12:54.873Z,2026-08-08_1786158773
2026-08-08,21,-8,com.titan.fastrack.reflex,Fastrack Smart World,3.8,15000000,340000,2026-08-08T03:12:54.873Z,2026-08-08_1786158773
2026-08-08,22,8,com.religare.healthinsurance,Care Health - Customer App,3.8,9300000,180000,2026-08-08T03:12:54.873Z,2026-08-08_1786158773
2026-08-08,23,0,com.boAt.wristgear,boAt Wearables,3.2,16000000,220000,2026-08-08T03:12:54.873Z,2026-08-08_1786158773
2026-08-08,24,3,com.wz.bloodpressure.heartmonitor.bloodsugar,Blood Pressure Log & Tracker,,420000,320000,2026-08-08T03:12:54.874Z,2026-08-08_1786158773
2026-08-08,25,43,health.app.blood.sugar.app,Blood Sugar Care App,3.3,1700000,85000,2026-08-08T03:12:54.874Z,2026-08-08_1786158773
